text,label
Anies menunjukkan sifat aslinya,netral
"Pak Ganjar mantabb. Coveragenya komprehensip dan logis.
Pak Prabowo kurang deskriptive walaupun substansinya bagus. Pak Anies?....
Beliau selalu ketinggian fantasi.
Mana mungkin Indonesia jadi pennetu arah kesejateraan dan perdamaian global?.
Please pak, baa sejarahnya. At least baca The History of International Banking.  Dlm article tsn dikatakan bhwa BISA MENGENDALIKAN DUNIA JIKA MENGUASAI SISTEM KEUANGAN. Maka Bung Karno diguligkan dalam satu paket dengan penghapusan jejak pinjam-meminjam emas Nusantara. Tujuannya adalah untuk mengusai emas Nusantara yang tersimpan di Swiss. Meletusnya G.30 adalah dlm konteks itu. Pak Harto aja yang bikin versi sejarah baru karena beliau berafiliasi kpd Barat waktu itu.

Dg menguasai emas Nusantara mrk bisa mengendalikan dunia melalui sistem perbankan, sistem keuangan, sistem perdagangan. Untuk meligitimasinya, PBB dianfaatkan buat mendukung mereka.
Lha kita?,..mau mengendalikan dengan modal finansial apa?. Bisa enggak membangun sistem perbankan tandingan?.",positif
Siapapun yang menjadi.   Bapak negara .. berarti itu yank terbaik.   Gtu aja repot.,positif
Ngeliat capres 01 knp d otak gw mikir “dia knapa sih? Knapa sbgtu niat nya menjatuhkan?klo mau naik kn bs tanpa menjatuhkan😢😢”,positif
Saking cintan dan tulusnya pada indonesia pak Prabowo sampai capres 3kli😢❤,positif
"Ketika ganjar sibuk dengan gagasannya,01 & 02 masih sibuk saling serang.dengan ini saya yakin untuk menitipkan negeri ini kepada paslon 03",positif
Gaya amet ya anis basedan. Ogah dia mimpin jakarta aja g bs wkwkwkwk,netral
"Ngenes Mulu pak Anis sama pak Prabowo,
Pak Anis kaya tau aja soal pertahanan,
Sungguh mulia hatimu pak Prabowo karna ingin memajukan NKRI.
Anda TDK pernah lelah demi NKRI,
Tenang pak saya akan coblos bapak,,
Semoga aja BPK jadi RI.1",positif
"Anies pintar merangkai kata,ganjar pintar bikin cerita.
Tetap Prabowo..❤",positif
Bpk Prabowo memang tidak sepintar debat paslon 1 dan 3  tapi dari penampilan debat tersebut sangat terlihat jelas siapa yang tulus dan siapa yang omdo alias pintar ngomong doang. Maju terus Bpk Prabowo. NKRI harga mati.,positif
"Ini sih bukan debat capres,tapi debat masalah menhan😂😂",netral
"Tu bkn contekan pak Bu. Tp bcr dgn data2 dn fakta. Jd tdk asal bicara. Malah tu menunjukkan seseorang tu peduli dgn suatu hal,Krn ia mempersiapkan diri sblm bcra. Yg penting datanya bnr. Mempersiapkan data tu jg butuh waktu dn tenaga.  Dan tu buat ke objektif bkn subjektif dlm menilai",positif
​ @elisafitri8230 full bro dia g kayak yg onoh cmn pandai berkata.....ke 2 Paslon nyerang sampe segitunya karena mereka tau kemungkinan Prabowo bakal menang jadi mencari kejelekan...orang pintar bisa membedakan mana yang menyerang dan mana yang berdebat,netral
Iya karna pak prabowo udah debat cawapres ke 3x ini kak,netral
Itu juga yg mau aku blg. Dasar anis anis,netral
"gada visi misi, 4 menit itu lama klo otak kosong.. 1 menit lbh cm nyerang pribadi😂😂",netral
Dan sipat pak Wowo udh ketahuan dari debat pertama..tdk berkuasa membuat perusahaan nya mandeg tdk berkembang... rakyat tau mana capres yang berambisi untuk pribadi mana yang untuk kepentingan Bangsa Indonesia,positif
"​ @bhonaybhonanza3384 dmn"" nmya mnusia ad kekurgan n kelebhan mas,,klo pak wowo kyk gtu pstiy laeny pun sma pnya kekurgan n kelebhan msing"" jd sbg wrna ngra yg baik bljarlh untk tdk sling mnjathkn gtu aj",positif
​Maksudnya Mentri yang di pecat?🤣,netral
"Amin.. Amin.. 
Ngomong2 yg dari rakyat siapa? Sy kenalny dah di atas semua..",netral
"Bang bang, kalau ente pernah debat paham lah mekanismenya bagaimana",netral
"debat bukan ajang menjatuhkan, tapi berdebat cara untuk menyelesaikan permasalahan​ @VvalZ3 ",netral
Ya Anis menunjukkan sifat aslinya yay cuma pandai bicara,netral
Seperti ular berkepala 2,netral
Gak ada asah asih asuh,positif
terbaca dr facenya bgt CERDIK ya,netral
Apa sipat asli nya?,positif
"Mari kita dukung. Pak ganjar tidak menjatuhkan dan gagasan jelas, kita bisa respon dgn baik. Tp kok anis ini menjijikkkan",positif
kalo gak ngerti istilah debat mending lu diam! Ini debat bukan seminar,netral
​ @anggazhafar5711 kalau km tau arti debat knpa Lo suruh orang lain diem,netral
​ @anggazhafar5711 tenang aja jagoan lu jadi rakyat biasa nanti.,positif
Itu marok nama nya mas,netral
klo memang dia baik&pantas jd orng no 1 di indonesia knp tdk dr dulu dia terpilih....??? knp hrs nunggu smpe nyalon 3x😂😂😂,netral
Insya ALLAH capres abadi,netral
Itu bukan cinta tapi itu ambisi kekuasaan biar berasa orang hebat kaya udah tanah HGU banyak padahal rakyat setempat juga memerlukan,positif
"Bapak Prabowo ingin mau memimpin negara ini dengan tulus dan ikhlas, bukan ambisi jabatan.",positif
"Tapi udah nyalon 3 kali,kalo bukan ambisi terus apa yah ?",netral
"​ @xcocopo4996 😊 itu namanya memang bener"" mau mengabdi untuk negara, tak penting menang atau kalah... Jiwa prajuritnya masih melekat, pantang menyerah",netral
prabowo cuma pinter joget sama marah²,netral
Prabowo gak bisa apa apa,netral
"Pak Prabowo sudah sepuh waktu nya istirahat bersama keluarga di rumah, Anis ada risiqsihaf secara diam diam",netral
"Klo saya melihat Pak Ganjar lebih santai pembawannya, pengalaman jga banyak.gak mudah terpancing emosi",negatif
"Hati mulia bapak Probowo
Kami Rakyat Negeri RI
Mendukung bapak sehat selalu demi indonesia nyaman dan tentram bersama bapak Prabowo 🤲🤲",positif
"Paslon no 3 menjawab pertanyaan yg sngat mudah dimengerti dan betul2 nyambung dengan yang dipertanyakan, jadi bingung 02 atau 03😴",positif
Assalammualaikum Pak prabowo semangat jangan takan menyerah,positif
Di forum ini memang terlihat Anis sangat tidak etik Anis sangat2 oon,netral
"dri debat ini,saya menilai bukan siapa yang tepat menjawab,tpi pribadi asli siapa yang pantas untuk dijadikan seorang pemimpin..jika dari sini saja sudah kelihatan mana yang terlalu ambisi untuk dapat terlihat unggul dengan cara menjatuhkan lawanya itu tdk bijak dan tdk sehat sedangkan pemaparannya yang  yang dia sampaikan itu hanya beberapa persen saja...ini sangat dikhawatirkan untuk kedepanya bagaimana pribadi itu bisa melindungi dan memimpin rakyatnya",netral
Pak Prabowo...sangat mumpuni dari segala aspek ..dan beliau adalah orang yg tulus..untuk bangsa dan negara RI tercinta...hidup pak Prabowo... ❤️,positif
Keadilan sosial bagi seluruh rayat indonesia,netral
Prabowo gibran ❤ semoga Allah memberikan kesempatan kepada bapak untuk memimpin negri in dan memenangkan pilpres 2024i.,positif
PAK PRABOWO TETAP DI HATI✌️😇,netral
Pak anis ngomong masalah etika. Apa bapak punya etika saat debat ini? Bener si ini mah kita harus dukung pak prabowo.,netral
Anis ngelawak terus kerjaannya 🤣🤣,netral
REAL RATA2 YG BERKOMENTAR DI DEBAT INI 80% MILIH PAK PRABOWO❤❤❤❤,netral
"Menurut saya, yang banyak ngomong dan pintar berkata, yakinlah hasil kerja gk akan terbukti sesuai dgn kata2, diam tp berbuat, itu intinya",positif
Pas bilang jngan korupsi muka anis lnsung pucat😂😂😂,negatif
Pak Prabowo saya gak sabar liat poto bapak ditempel didinding kelas saya pak,netral
Memang Pak Prabowo keren gk hrs saling sindir pak keren semangat pak❤,positif
Data kelemahan kok di umbar dipublik dan bisa dilihat negara luar masalah pertahanan,netral
"TerHaru cuk, liat pak prabowo, 
Sehat trus pak, aku selalu mendungkungmu😢",netral
Hahaha ngakak org udh jelas memilih wakil yg melanggar etik berbicara soal etik berkomentar soal etik,positif
"tp dia mancing buat menjatuhkan lawan, akhirnya anis kepancing dan ambyar... 😭😂",netral
Buktinya setelah Pak Prabowo bilang tidak capai 70 % karena covid Pak Ganjar nggak ngerti malah marah kenapa tidak menjawab . Mungkin otak jahatnya mikir konseo lain sampai tidak perhatikan jawaban Prabowo.hahah lucu.,netral
⁠​⁠ @rendrayudhistira3108 Matamu menyerang😂😂😂😂😂,negatif
​ @rendrayudhistira3108  heleh buzzernya anis ya ?,netral
Baru tau boos oon nya,netral
Dan yang ngomong... Sangat etis syekalih.. Wow,netral
"Menjatuhkan tuh kayak kemarin, pakai singkatan yang kemungkinan tidak diketahui lawan",netral
Trus menurut anda siapa yang paling ambisius disini.trus siapa yang ingin menjatuhkan di debat ini.,netral
"Iya, Debat memang acara begitu, ada yang menjatuhkan (sebenernya kalau dijawab jujur sama lawan bicara pun ngga dianggap menjatuhkan sih, ada yang tutup tutup an (transparansi kosong)",positif
"​ @VvalZ3 bukan menjatuhkan personal sih harusnya,tapi gimana caranya mereka membangun NKRI untuk lbh baik.harusnya yg dibahas seperti itu bkn menjatuhkan orang lain.ngomong tanpa data cuma pinter ngomong doang  omdo",netral
"Kenapa sih kalian nganggapnya ""MENJATUHKAN"", kalau beliau bisa jawab jujur kan kelar, beliau juga udah tau jawabannya",positif
"Apa jangan jangan Anda sekalian sudah mengerti kalau jawaban dari pertanyaan Bp Anis itu suatu hal yang buruk, sehingga kalian nilai ""MENJATUHKAN""?",netral
Amit amit cuma omon doang nanti,netral
Debat itu Emg begitu..klo ga gitu namanya diskusi,netral
" @bhonaybhonanza3384  saling menjatuhkan satu sama laen apa itu debat yg sehat? Saling liat kinerja masing"" aja dulu.  Kalo sudah oke baru bisa jadi pemimpin rakyat",positif
"​ @bhonaybhonanza3384 apakah kamu mau 
jika berdebat sebagai ketua osis 
debatnya malah merendahkan kamu bahkan menginjak"" harga dirimu,...?",netral
ini akun banyak kali koment . wkwk,netral
pokoknya ALL IN PRABOWO GIBRAN 🔥,positif
Lihat aja rekam jejak nya.. Mna yang terbaik??😂,positif
 @eviresta4801  ntah menit ke brapa itu pokoknya liat aj ad itu,positif
halah. negara luar juga kita tau bnyk bobroknya,netral
"​ @trianaasmara2023 contohnya apa? Yang namanya masalah pertahanan negara itu rahasia, kalau di umbar ya nanti negara lain tau kelemahan dan rencana kedepan dari negara. Ya kalau mau tau detail infonya ya gak di umum dong. Kakaknya coba baca aja juga tentang UU informasi Publik, disana jelas"" di infokan kalau informasi rahasia negara sejenis pertahanan negara gak bisa main di jabarkan ke publik",netral
Anis ada dendam pribadi sama pak Prabowo 😅,netral
"UU RI NO 14 tahun 2008 "" Pertahanan yang harus dirahasiakan "" Kenapa paslon 1&3 malah ngebet datanya di jelaskan dari pak prabowo sih",positif
Pak Prabowo...  saya mendukungmu.   🥰,positif
Mantap x . Smoga ilmu yg kalian ajarkan jadi ilmu yg bermanfaat buat kita semua . 😊,positif
Pak Prabowo calon pemimpin yang baik dan tulus,positif
"ibarat gini, anies teoristis sedangkan prabowo orang lapangan. gak hanya butuh kata kata, tetapi butuh bukti nyata juga.",positif
Diantara paslon yg lain pak prabowolah konteksnya lebih mudah dipahami oleh rakyat intinya ingin melindungi rakyat indonesia sehat selalu bapak prabowo❤,netral
Waalaikum salam warahmatullahi wabarakatuh semoga pemilu ini sukses Aman dan damai,positif
"Nomer siji dibuka, nomer loro dicoblos, nomer telu ditutup, bravo pak Prabowo & Mas Gibran 🍜🍜✌️✌️👍👍♥️♥️🇮🇩🇮🇩🎗️👀↪️🙏",netral
"kenapa ya menurut ku prabowo itu keliatan open minded nya, kaya iya sih ini debat yang artinya harus di debat cuma gue ngebaca gesture dan setiap kata yang prabowo ucapin tuh dia tipenya gak yang mau maju sendiri yg kesannya idealis tp tetep dengerin pendapat orang, terima saran dan masukan orang, tapi dia ttp punya pendirian juga gitu kerenn sihh aku suka karakternya",positif
"Dari debat ini saya belajar bahwa orang yg katanya pinter dan pernah ditolong, malah menjatuhkan org yg menolong.  Tadinya saya dan keluarga salut dngan Bapak ini tapi stelah kejadian ini kami no respect",positif
"sbagai ahli mmbaca raut wajah ssorang dlm brbicara sudah trlihat jelas, mana yang gaya bicaranya terlatih (lain di mulut lain di hati, mana yang bicaranya brdasarkan ketulusan.",positif
Mantap pak prabowo 😊 maju terus pak..,positif
Orang cerdss dan waras pilih paslon no 3,netral
"Bpa Prabowo kami mendukung mu Bpa, semakin bpa seperti dipojokkan semakin membuat kami mengerti mana yang terbaik, dan bpa Prabowo lah yang terbaik. 🙏🙏 Doa kami menyertai mu Bpa, kami mengasihimu Bpa 🙏🙏",positif
"bukan debat ini mah, tapi saling ngejatuhin prabowo",netral
"Utk paslon norut 1 pertahanan negara di tanyain ke paslon norut 2 notabene menteri pertahanan sampe mati pun tidak akan di bocorkan ke dpn publik...

#🤟🔥",netral
"Dari 6,5rb Komentar. Semua bersmaa pak prabowo. Termasuk saya, buka lah mata hati mu Rakyat indonesia. Semoga pak prabowo sehat selalu pak.❤",positif
Di debat tadi malam Pak Ganjar lah yg menjadi man of the match👌,netral
coba para pengamat perhatikan prabowo dulu yang menghasut,netral
Gegara gibran slepet balik cak imin,netral
 @EditorMXZ  slepet nya pertanyaan yang membingungkan..makanya di debat ini berkali2 di jelaskan pertanyaan yang pake singkatan harus di jelaskan 😂,netral
Dia mengungkapkan data pemerintahan yang dananya pada mlenceng.dan kebanyakan masyarakat indonesia tidak tau.,positif
" @andradautami1581  mbaknya gak tau undang undang yaa..parah sih
emng susah ngasi tau pendukung Anies dan ganjar",positif
Bahaya ga sih klo negara Laen tau?,netral
Setuju. No 1 bnyk teori bnyk omongan palsu,netral
​ @ShidiQDjatipermana-ht2gm  kebanyakan janji manis wkwk,netral
Kalo ganjar gimana bang?,netral
 @eviresta4801  ndak tahu wkwk,positif
Orang waras menilai ke tiga tiganya pelakon lawak politik yang lucu yg akan menduduki kursi tertinggi di negara ini,netral
"Astaga bang, yang ditanyakan itu kerja sama nya Kemenhan sama Perusahaan yang ada di belakang Bp Prabowo, jangan terlalu husnudzon lah, data yang ditanyakan itu perputaran anggarannya kemana? Kan ada kerja sama dengan Perusahaan beliau noh",positif
" @VvalZ3  nonton ulang dah...
Apa kata Anis Baswedan yg aq kutip ""buka saja tidak perlu di ttupi""
Weee itu rahasia negara yg di dalamnya adalah kita masyarakat.
Yg akan nerima imbas semua itu adalah masyarakat.",netral
"Note kalimat dari Bp Prabowo : ""Masak kita pemerintah, buka kekurangan kita semua"". Nah loh, KEKURANGAN",netral
" @VvalZ3  lah emang setiap negara gk punya kekurangan.?
Negara maju aja punya rahasia.
Dalam rahasia itu gk akan mungkin tidak punya kekurangan.
Logis aja lah yaa😅
N wajar Indonesia memang masih banyak kekurangan makanya skrg masih jdi negara berkembang menengah😅😅😅
Itu adalah pentingnya jujur utk menyampaikan ke kita masyarakat.",positif
"Bang😭, yang ditanyakan kenapa perusahaan yang kerja sama dengan Kemenhan banyak di bawah beliau",positif
"Kalau itu rahasia enak dong, mending gw jadi Menhan, buat 10 Perusahaan, dana kasih aja ke Perusahaan sendiri, gaada yang bakal tau, jadi miliarder coy",positif
"Nah itu masalahanya Bp Prabowo dengan jelas berkata ""TIDAK MAU TRANSPARANSI TERHADAP KEKURANGAN PEMERINTAH""",positif
"Di sini Kekurangan Pemerintah, bukan Kekurangan yang menjadi rahasia",netral
"Jika semua kekurangan pemerintah dirahasiakan, ya udah bubarin aja, kekurangan dipublikasikan, biar masyarakat  dapat menilai, atau malahan mungkin masyarakat bisa membantu kekurangan tersebut",netral
Mencintai prabowo sma hal nya mencintai kehancuran lahan singkong ke 2,negatif
Syg bgt malah kepancing SM Anies ttg rating coba g ad rating itu,netral
kuatir jadi petugas si anu 😢,positif
"Tapi Prabowo yg mencetak gol
😂😂😂",netral
"Prabowo Gibran tetap dihati.🙏
Bagi warga masyarakat Indonesia pilihlah pemimpin yg berpengalaman dan nyata terbukti untuk pertahanan negara kita.",positif
"Ketika org yg belum terjun kelapangan berbicara enteng amat omongmya😂😂
Padahal ngurus jakarta aj bnyk ngawurnya apa lg ngurus pertahanan hahha
 Yg gua tau di tgn prabowo tni kita itu udh paling kuat sejak thn 2000an dan tetangga udh gak brani rese lg sumpah😊",negatif
Mereka menjatuhkan karena apa!.. mereka sudh sadar klo pak prabowo pemenangnya satu putaran.😂😂😂,positif
MAJU BAPAK GEMOY ✌️✌️✌️✌️✌️,positif
"No 1 dan 3 terlalu menyerang pak prabowo,  jadi tidak ada satupun poin untuk mereka. Karna mereka bengis ke pak prabowo",negatif
"Ganjar pintar  tenan. Anis.  Wowo,  sing sabar.   Rung wayae..ngopi geden.",positif
"Awalnya 01, tp pas nyerang personal dgn menjatuhkan lawan demi ambisi jd sorry to say ""aku mundur""",netral
Keseeel w saking keselnya comenan w banyak😅,netral
"Parabowo selalu di hati,, kerja nyata bukan hanya omong kosong",negatif
Debat ke-3 ini kecewa banget dengan paslon 1 and 3 😢,negatif
"ANIES : PANDAI NGOMONG - ambisi mengusai segalanya di masa depan

GANJAR : PANDAI MENCARI DATA NEGARA - kayaknya bakal sanggup mendorong indonesia maju.

PRABOWO : KURANG PANDAI NGOMONG - tapi isi hati dan raut wajah sangat ingin berbakti di LANSIAnya kepada indo, dan mungkin indo bakal banyak kerja nyata.. Prabowo juga ikhlas tanpa mementingkan jabatan



Sekian menurut saya itu saja.",positif
astaghfirullah pak Anis blunder parah,negatif
"biasanya yang jago ngomong doang,blum tentu bisa action nya,semangat pak prabowo💪",positif
pak anis muka nya keliatan bngt kalo dia ngeremehin pak parabowo. dia ngerasa paling tinggi disitu krn dia pinter ngomong.mon maaf tpi kalo org pinter ber etika itu gak bakalan menjatuhkn org lain ya knn,negatif
"Indonesia butuh pemimpin yang tegas jujur dan tulus tidak mnjatuh yg tinggi kn dan tidak menindas yg kecil 
Indonesia tidak mmbutuh kan kepintaran saja tapi tapi butuh pemimpin yang tegas dan sayang rakyat kecil pintar harus tapi jangan di pake memintari rakyat kecil. Gak sia sia malam ini saya menonton debat ini semoga allah Swt memberikan kita pemimpin yang amanah adil dan beradab🤲",positif
"Bapak Prabowo tetap rendah hati, tetap jadi yg terbaik buat negara.
Bapa selalalu di lindungi oleh yang maha Kuasa 🙏",positif
Sangat jelas pak Anis sama pak Ganjar ketar ketir terhadap rabowo  sampai 2 Paslon untuk memojok kan pak prabowo😅😅😅,positif
Pak prabowo masih jadi yg terbaik,positif
affa iya polisi berprestasi di mata masyarakat?,netral
"emg ap prestasi si wowok,,,?? 
beli pesawat bekas, tanam ubi tumbuh jagung panen anggaran 🤣🤣",positif
"​ @adys7291 trus beli rafale,pesawaat angkut segala mcm gak di sebut?
Itu patung bambu gak berguna,lem aibon, dan nutupi kalu sama jaring hitam untuk apaan??
Untuk nutupi kinerjanya yg gak bisa beres😂😂",netral
​ @adys7291 prestasinya tni itu terkuat di asean skg bang angkatan laut kita terkuat ke4 di dunia skrng😅,netral
"harusnya pak timbul sebutkan apa yg sdh dia kerjakan selama jd mehan,ternyata gak ada. sangat disayangkan panggung terbuka lebar",positif
​ @erikae6484 dia itu menhan kalau dia sebut apa yg dia kerja kan selama ini yaa bocor dong rahasia negara mambang hadehh cetek amat tu otak,netral
Nggak brani rese gila lo ngomong di natuna dulu ronghiya bisa kebobolan masuk,negatif
​ @MQrun-cx1km jgn bahas rohingya bang malaysia yg kecil aj gak bisa nutupi lautnya sama rohingya apa lg indonesia😢,netral
Anda mau d tindas oleh penguasa,netral
" @rendrayudhistira3108  yg menyerang personal itu anis, awal awal aja udah bahas tana pak prabowo. Tanah yg di sebut anis adalah tanah HGU milik negara bukan milik pribadi, orang asing aja boleh mengelola tanah HGU apa lagi anak bangsa seperti pak prabowo",negatif
Yang diserang mewek saking emosinya,negatif
"Kan bertanya sesuai tema nya,",netral
" @wahyudibae261  anis kan di suruh nanya ganjar, apa gagasan ganjar tentang pertahanan, bukan di suruh nanya skor menhan. Kan lucu, maka nya poin mereka tentang pertahanan 0 besar",positif
​ @andradautami1581  dikit dikit buzzer😂 kaya ga terima bgt ngeliat org yg pindah haluan,negatif
 @andradautami1581  apaan si buzzer.. Buzzer. Semua orang punya hak pilih,netral
All in 2. Anis kita jadikan rakyat biasa nanti.,positif
​ @rendrayudhistira3108 all in Prabowo Gibran 🎉🎉,positif
 @rendrayudhistira3108 bapak dari td diatas td saya liat coment nya sama semua wkwkwk,netral
​ @rendrayudhistira3108 minum obatnya jngn lupa sehari 3x 😂,netral
"Daripada udah gak bisa ngomong, kerja gak bisa. Yang bener, skill diplomasi mumpuni, niat lurus dan kerja nyata. Bukan cuma slogan kerja kerja kerja",netral
mbak ini debattttt bukan musyawaraaaah. sangat wajar klw d lihat dr sisi kekueangaaan. itu esensi debattt ya,netral
"Debat ngga juga harus menjatuhkan orang lain kaleee... Dulu saya pilih paslon  01 tapi setelah melihat ini.. kok rasanya saya akan pindah haluan  ngga jadi, ngeri sama orang yg pinter omong dengan menjatuhkan orang lain...",negatif
Alangkah tololnya apabila pak Ganjar dan Anis membahas perselingkuhan padahal jelas tema debat adalah pertahanan maka tentu yg di bahas pertahanan dan Mentri pertahanannya?😅,netral
Kocak si anis cuman nyerang personal doang. Wkowwkowkw,positif
"Dari sini kita bisa lihat ketulusan dan keikhlasan bapak Hj.Prabowo Subianto, Walau berkali-kali dia di serang Tapi ia hanya mengaum kan atas nama Rakyat Indonesia.. Mereka berusaha menjatuhkan bpk.prabowo Namun Tak akan pernah sebanding.. Sungguh Begitu baik Hati mu pak, semoga panjang umur Dan Tahun ini dipimpin Oleh bapak❤️🇮🇩✌️",positif
"Aura wajah si anis penuh dendam Dan emosi,tapi di tahan.wajah si ganjar munapik Dan nyeleneh.wajah pak prabowo tenang.wajah apa ada nya",netral
Intinya udah kelihatan aku mau pilih yang mana yang emng bela negara beneran Ama yang menjerumuskan,netral
kenapa pak Anis elalu menyerang dan menyudutkan calon lain??,negatif
Yang pasti satu suara dari saya untuk Pak Prabowo dan Pak Gibran  ...Hidup dan maju terus tanah airku Indonesia...Merdeka3x,positif
"Saking omong kosong nya Anis, Alloh aja gak mampu melaksanakan omongannya..😅😅",negatif
Ekonomi semakin tinggi ajh pa,netral
Ternyata pak ganjar pinter juga dibidang pertahanan.. memang cocoknya jadi mentri pertahanan. Kalau Pak Anis jadi pujangga sajalah pandai merangkai kata.,positif
"Anies terlalu bnyak tata kata janjinya tidak ditepati dan wakilnya terlalu bnyak blunder so big no, pak prabowo terlalu termpramen sangat fatal untuk seorang pemimpin jika tidak bisa memanage emosinya, pak ganjar sudah oke tpi partai dibelakangnya sangat redflag🥴",negatif
hanya Ganjar yg joss dan tenang menjawabnya,positif
Masyarakat sdh pinter bapaaak... Tenang pak.. Walaupun anda d sudutkan.. Kita ttp mndkung bapaak,positif
sebetulnya pak prabowo bisa saja mengungkap isi pertahanan untuk menjawab.. tapi beliau lebih menahan diri..,netral
"Saya dari Jawa Tengah,,,tpi saya tetep pilih Pak Prabowo ❤🎉",netral
1 Dan 3 sibuk cari kesalahan Dan kegoblokan 1 Dan 3 mana bisa sih rahasia pertahanan negara mo di buka di publik dasar politisi karbitan,negatif
Semakin anda menjatuhkan orang Semakin kelihatan buruk nya anda😂,netral
Anis betul² mengandung ujaran kebencian😂iri bilang bos.selalu menyerang prabowo.takut yaaaaaaa,negatif
100?%Dukung prabowo  untuk Indonesia  lebih baik.. LANJUTKAN... 🎉,positif
Ini namanya debat menilai kinerja menhan.. Bukan debat capres😢,netral
Saya ada usul selain adu argumen ketiga capres juga di adu tinju di atas ring !💪,netral
" @rendrayudhistira3108  ga kebalik, coba lihat baik² di sesi debat ini paslon mana yg berusaha menjatuhkan lawannya agar dia bisa terlihat baik? gaya debat yg menghasut",positif
" @rendrayudhistira3108  lihat baik-baik debat nya, siapa yg sering menyerang secara personal.. Tapi itu tidak bisa dipungkiri Krna saat ini Poling suara bapak Prabowo terbanyak, Jadi wajar saja mereka berusaha menjatuhkan krna berusaha cari simpatisan..",netral
 @rendrayudhistira3108 muncul mulu nih orang..bahasanya copy paste kyknya.. wkwkwk dirimu kyknya yg ga etis bro,netral
Namaya juga anis lihat dari aurat wajah ya dan lirikanya dia kan licik segala cara di lakukan lihatvsaja rekam jejak pemilihan gubernur DKI jakarta.,negatif
"Yey ada Buzzer, ngabek ciye"" jagoan nya 😂😂😂",netral
😂 coba cek rekam jejaknya boss..dari ketiga capres jelas pk anis lbih unggul dlam prestasi memimpin..pk ganjar 10 thn jd gubenur ap prestasinya..pk prabowo blm prnah mmimpin jd prestasi dlm mmimpin tdk ada,positif
"Yaelah ngopi dlu bang, kena mentalkah 😂",netral
Minimal jangan nangis di pojokan,negatif
"​ @ziooaldy apanya yg betul, bobroknya 😂",netral
"Dari raut wajah beliau, byak yg ingin di sampaikan, tapi takut nanti hal2 penting diketahui negara lain, kan bahaya",negatif
"@fariydaifarida klo pertahan negara dibuka di muka umum yaa bisa diserang negara yg lain dong.. gmna deh konsep berpikir nya. emg lu mau data pribadi lu di sebar luaskan, trs klo di persalahgunakan lu mau??? 🙄",positif
"​@fariydaifaridadata pribadi tersebar aja sangat berbahaya, apalagi data pertahanan suatu negara,masa gt aja ga bs mikir😂😂",positif
"di mana letak mengujar kebenciannya? ini kan debat, kalo emang paslonnya bagus seharusnya beliau yang nguasain di tema ini tapi ini ga sama sekali jadi ketauan kan gila jabatannya🤣",negatif
"Kalo emg ada kurangnya harusnya bilang cari solusi gini gini bukan malah menilai 11/100, disini debat nunjukin visi misi penjelasan paslon tgtg pertamyaan yg dibuat bukan debat untuk banyak omong buat gila jabatan dengan cara menjatuhkan orang lain. Pak wowo gamau kasih nilai anis karena bener emg biar masyarakat yg menilai, ko ada yg bilang ""iya soalnya pak wowo takut diserang suara anis"" trus anis kasih nilai 11/100 itu dia ga mikir bakal diserang suara prabowo???",negatif
"Gatakut soalnya bener emang 11/100? Emang iyaaa? Emang harus dg cara ngejatuhin org lain biar dapet pandangan bagus di masyarkaat ga gitu dongg harusnya sama sama bela indoesiaa dengan cara saling ngasih tau dengan baik, bukan malah mojokin seakan akan omonganya pada bener semua kan yg nonton gedeg🤣",netral
anis kok personal bngt ya? kliatan bngt cuma mau nyerang prabowo aja,netral
Sumpah loh klo ganjar ngomong gak masuk ke otak gw.tapi klo prabowo sma anis yg bicara bisa gue cermati.ada yg satu server gak sama gue,netral
Ganjar piawai memanfaatkan peluang untuk menyerang Prabowo.. yg dibuka oleh Anis.  Sama saja jahatnya dg  Anis😂😂😂,negatif
Orang bijak pasti pilih pemimpin yg  mementingkan kepentingan umum diatas kepentingan pribadi dan golongan.Semoga.,positif
"bapak anis yth,, agar bertarung secara bersih janganlah saling menjatuhkan,, jangan saling merendahkan, apalagi memancing pasangan lain... yg saya liat dari awal debat selalu bapak prabowo yg jadi serangan beruntun bapak.. jangan mematik masalalu seseorang karna saya kira pasangan capres dan cawapres bukan hanya pak prabowo tpi ada bapak ganjar juga,, masing2 pasangan pasti ada celah dan kekurangan jadi jangn jadikan itu sebagai alat utk menjatuhkan lawan utk mndapatkan suara dan agar terlihat bersih.. itu suatu cara yg kotor dan tidak beretika..",positif
02. Prabowo-Gibran selalu dihati❤,positif
"Gak tega Ngliat wajah pak Prabowo 😢😢😢.
Tega bener mereka 😭 berkata kata, anis golek bolo pak ganjar dg bertanya berapa nilai menhan? Intinya no 1 sama no 3 saling serang ke no 2.pasti di hati pak Prabowo rasanya agak nylekit .",positif
Ah ini mah udah tau sipat ges ah no 2 prabowo gibran,positif
Tenang aja walau pun di sudutkan saya pilih pak prabowo gibran,positif
tidak bisa pokok nya omon omon 😂,negatif
"Gak perlu banyak gagasan atau janji2 yg tak pasti,menimbulkan kekecewaan masyarakat,😊😊",positif
"Mreka yg hanya mengandalkan data sudah dngan leluasa  berbicara sembrangan  padahal mreka blm pernah terjun ke dunia pertahan sungguh merintis,...",positif
Semua ini terpulang kepada rakayat kerna rakayat lah pemilih  siapa menang dia  lah menyambung kemajuan negara  selamat memilih ❤❤❤❤,positif
"the comments section lmaooo, yall are just tone deaf.",netral
