text,label,clean_text
Ko si anis dsni malah ksannya memojokan pak Prabowo si ...hrusnya fokus aja dng jwaban yg sdh di katagori sesuai pertanyaan,negatif,ko si ani dsni ksannya memojokan prabowo si hrusnya fokus aja dng jwaban yg sdh katagori sesuai
Utang kok terus pak wo...  Utang wajib bayar pak wo....  Perkuat negara agar aman intervensi berarti gak mau bayar hutang gitu ta.... Ajur jum koyok tonggoku gelem utang bayar carok...,negatif,utang wo utang wajib bayar wo perkuat negara aman intervensi gak bayar hutang gitu ta ajur jum koyok tonggoku gelem utang bayar carok
Awalnya w dilema mau golput aja krn bingung 2 jagoan w mencalonkan tp krn debat ke 3 in w mau nyoblos aja ga jadi golput,positif,w dilema golput aja krn bingung jagoan w mencalonkan tp krn debat w nyoblos aja ga golput
"Prabowo jelas.anes dan Ganjar tidak jelas...
  Anes Ganjar asal bicara pintar tp asli nol nol nol nol nooooooolllllllllll
  Prabowo jelas",negatif,prabowo jelasanes ganjar anes ganjar bicara pintar tp asli nol nol nol nol nooooooolllllllllll prabowo
Saya gak mau kenyang sehari kelaparan 5tahun.saya butuh pemimpin yg tegas bukan yang lebai .kalo yg omongannya bagus banyak .solar susah.pertalite langka.aturan makin banyak.kkb merajalela.. yg saya butuhkan perubahan yg nyata bukan hanya omongan dan hayalan saja..,negatif,gak kenyang sehari kelaparan tahunsaya butuh pemimpin yg lebai kalo yg omongannya bagus solar susahpertalite langkaaturan banyakkkb merajalela yg butuhkan perubahan yg nyata omongan hayalan
"Untuk pa anis dia spertinya mendengarkan dri jeritan rakyat ""terutma rkyt kcil   dia tau bgaimna kondisi hari ini",positif,pa ani spertinya mendengarkan dri jeritan rakyat terutma rkyt kcil tau bgaimna kondisi
"Semangat pak prabowo, kami di malas ya memilih pak prabowo",positif,semangat prabowo malas ya memilih prabowo
"Mantap pak prabowo,kami mendukug",positif,mantap prabowokami mendukug
"Beda ntr klo udah jadi, pada tunduk sama ketum, beda lagi actualisasinya😂, mau debat 100x ga ngaruh...wkwk",positif,beda ntr klo udah tunduk ketum beda actualisasinya debat x ga ngaruhwkwk
Ganjar blom ada apa apa nya tapi prabowo siip dan yes,positif,ganjar blom nya prabowo siip yes
Jngan sedih bpk prabowoo kami di blangkang bpk mendukung bpk bpk Pantes menjadi pemingpin negara di jangan kaya calon no 01 pertahanan negara suruh di beberkan di publik apah punya etika ituh calon no 01 di pingpin ma orang kaya gituh ancur negara omong banyak bukti nya noool,negatif,jngan sedih bpk prabowoo blangkang bpk mendukung bpk bpk pantes pemingpin negara kaya calon pertahanan negara suruh beberkan publik apah etika ituh calon pingpin orang kaya gituh ancur negara omong bukti nya noool
"Insa allah,,buat pak prabowo,,kami siap untukmu,,salam masyarakat sulawesi✌️itu janji kami",positif,insa allahbuat prabowokami untukmusalam masyarakat sulawesiitu janji
"Maju trs pak prabowo,,",positif,maju trs prabowo
semuanya pada nyerang prabowo karena mereka takut kalah sama prabowo jadi mereka saling menjatuhkan prabowo,negatif,nyerang prabowo takut kalah prabowo menjatuhkan prabowo
All in Prabowo Gibran,positif,prabowo gibran
"1:40:25 penyataan yang hanya bertujuan untuk menjatuhkan lawannya demi sebuah ambisi pribadi, persetan dengan orang yang memiliki sifat semacam itu 🤨",negatif,penyataan bertujuan menjatuhkan lawannya ambisi pribadi persetan orang memiliki sifat
Closing statment terbaik tetap Abah Anissss😮😮😮😮😮😮,positif,closing statment terbaik abah anissss
Sht sllu pak Prabowo panjang umur aamin 🤲🤲🤲,positif,sht sllu prabowo umur aamin
"Yg tidak bisa dibuka adalah strategis negara,bukan Anggaranya
Kalo strategis itu boleh di rahasiakan
Sefsngkan Anggaran yg dikeluarkan oleh prabowo harus di buka
Paham",positif,yg dibuka strategis negarabukan anggaranya kalo strategis rahasiakan sefsngkan anggaran yg dikeluarkan prabowo buka paham
Anis pandai nya dirimu ber janji manis,positif,ani pandai nya dirimu ber janji manis
Bpk prabowo /mas  gibran lah yg membw indonesia maju ke depany amii yrbl alamin,positif,bpk prabowo ma gibran yg membw indonesia maju depany amii yrbl alamin
Sangat sangat hebat     dan orang  sabar pak prabowo.       Berbicara dengan hati dan apa adanya.           Siap mudah mudahan.  Jadi persidenku 2024       amin,positif,hebat orang sabar prabowo berbicara hati mudah mudahan persidenku amin
"Aku yakin allah selalu bersama orang yg tulus, pak Prabowo Subianto Allah selalu bersamamu",positif,allah orang yg tulu prabowo subianto allah bersamamu
"Bagai mana DP 0% masih d pake kampanye gak kang,,,itu aja nihil,,",negatif,dp pake kampanye gak kangitu aja nihil
KRI Nanggala 402 tenggelam. Ketika itu saya paling geram sama prabowo beli alusista murah dibawa kemana 400T,negatif,kri nanggala tenggelam geram prabowo beli alusista murah dibawa kemana
"Debat kpu harus upgrade, tdk kaku. Contoh berkualitas dialog dg kadin, desak anies lebih ngeri tapi kami publik leluasa menelisik apa yg ada dikepala capres kita",positif,debat kpu upgrade tdk kaku contoh berkualitas dialog dg kadin desak anies ngeri publik leluasa menelisik yg dikepala capres
"Yang di suarakan pasti tentang rakyat kecil, petani, nelayan, korupsi, harga, pembangunan,
Coba sekali kali, buka lapangan kerja, banyak lo yang susah dpt kerja padahal udah lulusan sarjana,
Trs juga survey di semua wilayah, banyak bgt yg membuka lapangan kerja, tapi gajinya jauh di bawah umk,
Trs juga para petani yg saat ini menurun karena harga nya murah, pupuk nya kalo nggak langka yg harga nya naik,
Banyak orang orang yg pilih kerja di luar kota/luar negri, karena susah nya nyari kerja, kalau pun dpt kerja gajinya ga seberapa, mau jadi petani harganya murah tapi pupuknya kalo nggak langka ya naik,
Dari pada ngasih subsidi yg ga seberapa trs jg ga merata trs habis itu harganya naik, mending buat buka lapangan kerja.",positif,suarakan rakyat petani nelayan korupsi harga pembangunan coba kali buka lapangan kerja lo susah dpt kerja udah lulusan sarjana trs survey wilayah bgt yg membuka lapangan kerja gajinya umk trs petani yg menurun harga nya murah pupuk nya kalo nggak langka yg harga nya orang orang yg pilih kerja kotaluar negri susah nya nyari kerja dpt kerja gajinya ga petani harganya murah pupuknya kalo nggak langka ya ngasih subsidi yg ga trs jg ga merata trs habis harganya mending buka lapangan kerja
Apapun ttp bpk prabowo💪👍👍,positif,apapun ttp bpk prabowo
o bener prabowo langsung emosi,negatif,bener prabowo langsung emosi
"Nonton debat kali ini sungguh memuakkan., paslon 01 dan 03 terlalu sibuk utk selalu menyerang paslon 02 sebagai menhan bukan sebagai capres",negatif,nonton debat kali sungguh memuakkan paslon sibuk utk menyerang paslon menhan capres
"berbicara dalam waktu yang sudah di tentukan oleh para moderator,saja tidak tertib,itu bagi anis dan prabowo.kalau ganjar 👍👍👍,",positif,berbicara tentukan moderatorsaja tertibitu ani prabowokalau ganjar
"astaghfirullah bapak mau debat apa mau ngekritik sih , smga Allah sllu melindungi yang tulus ( salam dari anak anak santri )",positif,astaghfirullah debat ngekritik sih smga allah sllu melindungi tulu salam anak anak santri
"Golput ahhhh😅😅,dari ketiga capres tidak ada punya visi misi hukum mati koruptor",negatif,golput ahhhhdari ketiga capres visi misi hukum mati koruptor
Pak Prabowo benar.... masa sekelas profesor ngomonya kayak gitu hahha,positif,prabowo sekelas profesor ngomonya kayak gitu hahha
"Kalo pihak KPU tidak campur tangan dlm mendukung 1 paslon
Maka akan terlihat indah dlm debat",positif,kalo kpu campur tangan dlm mendukung paslon indah dlm debat
"Alloh swt melarang Debat dan menganjurkan Musyawarah... Tidak saling mencela ato menjatuhkan tapi Saling mengisi saling melengkapi sehingga NKRI Kuat Sejahtera.. Moga Barakah...Aamiiin
Mohon maaf lahir bathin🙏🙏",positif,alloh swt melarang debat menganjurkan musyawarah mencela ato menjatuhkan mengisi melengkapi nkri kuat sejahtera moga barakahaamiiin mohon maaf lahir bathin
Yang jadi menhan ini ganjar apa prabowo. Kok malah ganjar yg paham persoalan,positif,menhan ganjar prabowo ganjar yg paham
ari si anis ngabahas naon.. penutup ge ges teu puguh... ampunnn anis.. sare siateh,negatif,ari si ani ngabahas naon penutup ge ge teu puguh ampunnn ani sare siateh
"Saya paling ga ngerti kalo bagian anis ngomong😮,saya sangat bodoh😂",negatif,ga ngerti kalo ani ngomongsaya bodoh
Capres nya pada pinter omon omon doang,positif,capres nya pinter omon omon doang
02 ngurus negara 01&03 ngurus capres 02 wkwk kocakk,negatif,ngurus negara ngurus capres wkwk kocakk
"Rangkas Bitung Lebak Banten ,saya hadir sllu untuk mendukung mu pak Prabowo ❤",positif,rangkas bitung lebak banten hadir sllu mendukung mu prabowo
"Hampir semua dukung Prabowo,,,BRAVO PRABOWO 🎉🎉🎉",positif,dukung prabowobravo prabowo
03 sama 01 benar krn yg d bahas pertahanan berarti kinerja prabowo hebat ketegasan  01 dan 02 krena yg di bahas pertahanan  krn prabowo sendiri yg menjabat,positif,krn yg bahas pertahanan kinerja prabowo hebat ketegasan krena yg bahas pertahanan krn prabowo yg menjabat
Anies ga jelas. Dia bilang skornya di bwh 5 tapi angka yang disebutkan 11. 11 emangnya di bwh 5?,positif,anies ga bilang skornya bwh angka emangnya bwh
Terimakasih pa prabowo masha allah karna debat ke 3 in jadi tau siapa yg harus d pilih sehat2 pa prabowo rakyat menyayangimu krn bapa udh melakukan yg terbaik dan sikap yg tepat u menghadapi 2 paslon yang amat tidak panutan u mimpin indonesia amit,positif,terimakasih pa prabowo masha allah karna debat tau yg pilih sehat pa prabowo rakyat menyayangimu krn bapa udh yg terbaik sikap yg u menghadapi paslon panutan u mimpin indonesia amit
Ini lebih ke memojokkn pak prabowo sih menurutku,positif,memojokkn prabowo sih menurutku
"Rakyat jangan mudah terbuai mulut manies, janji palsu..., mimpi di angan2 yg gak masuk akal utk direalisasikan, harus kritis dan jd pengamat yang baik.",positif,rakyat mudah terbuai mulut manies janji palsu mimpi angan yg gak masuk akal utk direalisasikan kriti jd pengamat
Isi komennya buzzer yah,positif,isi komennya buzzer yah
"Anis cuma bisa bicara dan menyusun kata"" sesuai jadi dosen",negatif,ani bicara menyusun sesuai dosen
Si sambo ga ada ya ga ada terorisme wkwkwk,positif,si sambo ga ya ga terorisme wkwkwk
Always pak Prabowo sehat selalu gemoy ku ❤,positif,always prabowo sehat gemoy ku
Sumpah jawaban 02 banyak ganyambung. Ga menjawab inti pertanyan,negatif,sumpah ganyambung ga inti pertanyan
Prabowo...MERDEKAAA ...MALANG SELATAN..YAKIN PRABOWO....,positif,prabowomerdekaaa malang selatanyakin prabowo
"Mulai awal BPK Prabowo sampai sekrg tetap BPK Prabowo,dn tambah yakin dgn BPK Prabowo ❤💪",positif,bpk prabowo sekrg bpk prabowodn dgn bpk prabowo
Sabar pak  burung yang hobinya berkicau pasti kehausan. Masyarakat bukan orang bodo dlm menilai. 100% saya coblos pak prabowo,positif,sabar burung hobinya berkicau kehausan masyarakat orang bodo dlm menilai coblos prabowo
"Stlh melihat debatnya, membaca komentar skrg banyak banget yang pinter dan pilih pak Prabowo,, ❤❤",positif,stlh debatnya membaca komentar skrg banget pinter pilih prabowo
aku juga siap pilih pak prabowo,positif,pilih prabowo
Ini bukan debat kayak nya..,negatif,debat kayak nya
Wowo kyak mau nangissss😂😂😂😂,positif,wowo kyak nangissss
Terutama pas jawab 01. Sensi amat dah,positif,pa sensi dah
"Szdah jls mna yg hrs d pilih ya saudara2 ku ... bismillahirrahmanirrahim pk Prabowo
Dn buat anis sama pesaing aja ingin sekali mnjatuhkn seperti pedendam aplgi nanti sama rakyat to ...",positif,szdah jls mna yg hr pilih ya saudara ku bismillahirrahmanirrahim pk prabowo dn ani pesaing aja mnjatuhkn pedendam aplgi rakyat
Teliti Anis bicara d skip sama kompas,positif,teliti ani bicara skip kompas
"gak tau kenapa ya,pak prabowo begitu yakin ingin memimpin negeri ini,semoga amanah pak kalo kepilih🙏",positif,gak tau yapak prabowo memimpin negeri inisemoga amanah kalo kepilih
Setelah melihat debat ini sy tambah mantap untuk mendukung pak Prabowo,positif,debat sy mantap mendukung prabowo
"Kenapa pak prabowo ga bahas kinerja anis&ganjar waktu jadi gubernur , mungkin mereka lebih pantas dinilai di bawah 3",negatif,prabowo ga bahas kinerja anisganjar gubernur dinilai
Ganjar selain mudah kehasud baru nyadar dia juga tukang hasud,positif,ganjar mudah kehasud nyadar tukang hasud
"Anis cocok jadi dosen, walikota, atau gubernur boleh lah",positif,ani cocok dosen walikota gubernur
tiga calon prsiden ini komentar   bersama bagus bertiga ini tanggung jawab dan bagus aman damai,positif,calon prsiden komentar bagus bertiga tanggung bagus aman damai
Sya liak kok anis  sma ganjar serang prabowo........... Anis merasa dirih nya paling baik ganjar pun sama merasa soh baik soh betul........,positif,sya liak ani sma ganjar serang prabowo ani dirih nya ganjar soh soh
"Di Indonesia udah banyak orang yg pintar ngomong tapi belum tentu membuat Indonesia menjadi maju
dri hati kmi tetap dukung Prabowo gibran",positif,indonesia udah orang yg pintar ngomong indonesia maju dri hati kmi dukung prabowo gibran
"Bep... Antara bapak bertiga ini berkomidmend,   nomr 1 politik  perubahan,  nomor 2 adalah keamanan,  dan nomor 3 adalah politik luar negeri... Bebp.... Mana yg kmu pilih bep..... Klu ikuti ayah bep... Benteng negara yg perlu di utamakan.... Kta dgr satu persatu ya bep....",positif,bep bertiga berkomidmend nomr politik perubahan nomor keamanan nomor politik negeri bebp yg kmu pilih bep klu ikuti ayah bep benteng negara yg utamakan kta dgr persatu ya bep
"Rupanya sifat aslinya nampak, yg asalnya saya pendukung 01,  tetapi sdh tahu kya gimana sifat aslinya capres 01, saya beralih mendukung capres 02, pendukungnya yg bilang ahli surga, berani manggil malaikat, ya kya gimana yoo, makin aneh pemikiran mereka",positif,sifat aslinya nampak yg asalnya pendukung sdh kya gimana sifat aslinya capres beralih mendukung capres pendukungnya yg bilang ahli surga berani manggil malaikat ya kya gimana yoo aneh pemikiran
"Mana kmrn yg blg prabowo dluan yg nyenggol, pdhl dr penyampaian visi miri awal anis udh dluan menyinggung kinerja n harta kemenhan",negatif,kmrn yg blg prabowo dluan yg nyenggol pdhl dr penyampaian visi miri ani udh dluan menyinggung kinerja n harta kemenhan
Pak Prabowo. Semangat pak ❤❤,positif,prabowo semangat
"Ga di debat & ga di  dialog terlalu mengebu2, tdk relevan, dan HILIRISASI JARGONNYA. GA ADA LAGIKAH",negatif,ga debat ga dialog mengebu tdk relevan hilirisasi jargonnya ga lagikah
"Pak prabowo yang mengusung beliau eehh malah mentornya disudutkan.
Masyarakat silahkan kalian menilai sendiri.",negatif,prabowo mengusung beliau eehh mentornya disudutkan masyarakat silahkan menilai
"Jadi ingat kata-katanya bpk Ahok. 
""Beri dia kekuasaan,maka akan timbul sifat aslinya""",positif,katakatanya bpk ahok kekuasaanmaka timbul sifat aslinya
prof anis apakah anda cinta negara kita ini???  hal yg rahasia harus di beritahukan secara personal bukan di umbar.. jd mikirrrrrr...,positif,prof ani cinta negara yg rahasia beritahukan personal umbar jd mikirrrrrr
soalnya cerdas dan pinter teori nya bener deh,positif,cerdas pinter teori nya bener deh
"Ganjar sbenernya cerdas loh, masuk akal, cuman belum jelas akan membawa Indonesia ke arah perubahan atau melanjutkan, terlebih partai di belakangnya yang hmm coba klo bukan dari partai itu",positif,ganjar sbenernya cerdas loh masuk akal cuman membawa indonesia arah perubahan melanjutkan partai belakangnya hmm coba klo partai
"Halo, gimana sekarang?? Yang diomongin Anies jadi kenyataan lho sekarang😂😂",positif,halo gimana diomongin anies kenyataan lho
"Rakyat Indonesia pada umumnya org yg waras berpikirnya adalah tidak mendukung Radikalisme, pada kampanye skrg ini tdk kelihatan org2 yg berjiwa radikal, apa mereka dibelakang layar salah satu paslon capres/cawapres",positif,rakyat indonesia org yg waras berpikirnya mendukung radikalisme kampanye skrg tdk org yg berjiwa radikal dibelakang layar salah paslon caprescawapres
"Di debat yg ke 3 ini aku bisa meyakinkan diriku, menang nmor 2",positif,debat yg diriku menang nmor
di sini kelihatan banget tabiat Asli Pak Profesor Ganjar dan Pak Profesor Anies.,positif,banget tabiat asli profesor ganjar profesor anies
Cari teman utk menjatuhkan lawan tapi miskin gagasan 😅 ❤ PRABOWO,positif,cari teman utk menjatuhkan lawan miskin gagasan prabowo
Bismillah 2x pilih pak prabowo... Selanjutnya masih setia sama pak prabowo🙏😊,positif,bismillah x pilih prabowo setia prabowo
bismillah pak probowo semangat,positif,bismillah probowo semangat
Bismillah hiirohmannirohim semoga Allah swt meridoi pak ganjar  🤝♥️⛱️🤍🤟,positif,bismillah hiirohmannirohim semoga allah swt meridoi ganjar
"Komenan para influence  semua kalian gk mw perubahan kalian ibarat babu yg tdk mau merdeka 
lihat nnti kehancuran mereka buat",negatif,komenan influence gk mw perubahan babu yg tdk merdeka lihat nnti kehancuran
Bismillah .ttp tdk berubah pilihnku Bpk Prabowo..✌️✌️✌️💯❤️🤲🤲🤲,positif,bismillah ttp tdk berubah pilihnku bpk prabowo
Gw ngantung liat ini soalnya gak ngerti tpi hati selalu milih 02❤,positif,gw ngantung liat gak ngerti tpi hati milih
"Harus paham , sistem pertahanan dan keamanan negara tidak boleh terbuka , karna itu sangat berbahaya , 
Lebih baik membahas masalah ekonomi negara , 
Pertanyaan yg d ajukn ganjar dan anies d muka umum itu berbahaya , apalagi memaksa untuk menjelaskan",negatif,paham sistem pertahanan keamanan negara terbuka karna berbahaya membahas ekonomi negara yg ajukn ganjar anies muka berbahaya memaksa
"InsyaAllah paslon 2 . Prabowo terpilih dan bisa jadi penolong rakyat kecil, dan memajukan keseimbangan rakyat, dari yg miskin hingga yg terkaya. Adil seadil-adilnya.",positif,insyaallah paslon prabowo terpilih penolong rakyat memajukan keseimbangan rakyat yg miskin yg terkaya adil seadiladilnya
"Mmng p.Prabowo ok,tegas dan karismatik ,etikax tdk pernah menyudutkan lawan,jiwa kesatri,sip!!!",positif,mmng pprabowo oktegas karismatik etikax tdk menyudutkan lawanjiwa kesatrisip
"Pak prabowo sangat bijak menanggapi beberpa tekanan pertanyaan anis dan ganjar.
Beliao sangat menjaga kerahasiaan negara.agar rakyat tidak semakin terprofokasi.

Salut sama pak prabowo",positif,prabowo bijak menanggapi beberpa tekanan ani ganjar beliao menjaga kerahasiaan negaraagar rakyat terprofokasi salut prabowo
Aink yeh pendukung 02 nika kumaha ge semangat terus pam prabowo saya akan terus mendukung mu dari jiwa dan raga ku hanya untuk prabowo💪🏻💪🏻,positif,aink yeh pendukung nika kumaha ge semangat pam prabowo mendukung mu jiwa raga ku prabowo
Transparan Jelas dan Logis paparan Debat Capres Ganjar Pranowo The Best RI 1.,positif,transparan logis paparan debat capres ganjar pranowo best ri
All in pak Prabowo Subianto salam kaltim❤,positif,prabowo subianto salam kaltim
"Itu para hadirin, hadirat, hadirut haderet udah di tegur berkali kali masih tetap ngeyell..teriaaaaak aja bikin habis waktu aja ihhh😏
Harusnya yg GK tertib sprti itu jgn di izinkan masuk,,atau dikasih lap ban/asolasi aja tuh mulut mereka😂😂",negatif,hadirin hadirat hadirut haderet udah tegur berkali kali ngeyellteriaaaaak aja bikin habis aja ihhh yg gk tertib sprti jgn izinkan masukatau dikasih lap banasolasi aja tuh mulut
Kok pk Prabowo kebanyakan nyontek pada paslon no 3 ada apakah ini sebenarnya??? 😮,negatif,pk prabowo kebanyakan nyontek paslon
Coba lihat ekspresi anies dan tatapan mata anies ketika pak prabowo sedang berbicara,positif,coba lihat ekspresi anies tatapan mata anies prabowo berbicara
Pak anis terlalu bangga dengan pisi misinya dan terlalu serakah dengan cita2,negatif,ani bangga pisi misinya serakah cita
Hebat bangat pa anis bisa menilai bapa Prabowo...  maaaf sayah akan memilih pa Prabowo,positif,hebat bangat pa ani menilai bapa prabowo maaaf sayah memilih pa prabowo
Alhamdulillah pak prabowo menang... Bukan yang omon2,positif,alhamdulillah prabowo menang omon
Capres ig nya tutup komen takut takut sura rakyat ga di denger huf,positif,capres ig nya tutup komen takut takut sura rakyat ga denger huf
"02 keliatan bgt gabisa manfaatin forum nasional yang dikasih KPU. apa apaan maunya diskusi dibelakang layar? dikasih waktu persiapan sebelum debat ya harusnya dimatangkan risetnya kok ya bodoh katanya menteri. terlalu jumawa. harusnya sbg menteri pertahanan beliau bisa menguasai forum ini dengan baik, tapi nyatanya?",negatif,keliatan bgt gabisa manfaatin forum nasional dikasih kpu maunya diskusi dibelakang layar dikasih persiapan debat ya dimatangkan risetnya ya bodoh menteri jumawa sbg menteri pertahanan beliau menguasai forum
Prabowo slalu di hati,positif,prabowo slalu hati
Pisi misi asl ngomong Snis   ilai nol Ganjat krg menyentu nilai nol Prabowo nolai B,positif,pisi misi asl ngomong snis ilai nol ganjat krg menyentu nilai nol prabowo nolai b
"Bongkar terus pa anis biar negara tau tentang kebusukan"" sang penguasa",negatif,bongkar pa ani biar negara tau kebusukan sang penguasa
DISKUALIFIKASI 02 DEMI DEMOKRASI YG BERSIH !!! 🇮🇩🔥,positif,diskualifikasi demokrasi yg bersih
saya tetap pak prabowa tidak perlu milih orang pintar ngomong  namun tidak bisa kerja 22:54,negatif,prabowa milih orang pintar ngomong kerja
parah parah ini MH bukan bicara gagasan tapi saling menjatuhkan Paslon,negatif,parah parah mh bicara gagasan menjatuhkan paslon
. INSYA ALLAH UNTUK CAPRES RI . NOMOR URUT 1 JADI NOMOR URUT KE 3 .       . NOMOR URUT 2 JADI NOMOR URUT KE 1 DAN TERPILIH MENJADI RI 1 .       . NOMOR URUT 3 JADI NOMOR URUT KE 2 .,positif,insya allah capres ri nomor urut nomor urut nomor urut nomor urut terpilih ri nomor urut nomor urut
"Jakarta sudah salah mengambil keputusan, di mana mana hujan itu turun dari langit ke bumi, bukan di alirkan ke laut dengan pipa pipa besar, 😂",positif,jakarta salah mengambil keputusan hujan turun langit bumi alirkan laut pipa pipa
 @ekopermana7150  katanya Bukan Bazzer Lah Kok bazzer juga 🤣🤣🤣,positif,bazzer bazzer
apapun serangan anis dan ganjar yg menjelekan prabowo saya gak peduli saya tetep prabowo,positif,apapun serangan ani ganjar yg menjelekan prabowo gak peduli tetep prabowo
cukup kaget ketika ada kata² buat apa beli alat perang kalau tidak dalam keadaan perang.masa iya harus perang dulu baru beli alatnya...,negatif,kaget beli alat perang perangmasa iya perang beli alatnya
"Aku tak tahu dikira anis bukan sodaranya ganjar, untung sekarang ketauan,sekarang aku pilih yg ter aniaya no 2",positif,ani sodaranya ganjar untung ketauansekarang pilih yg ter aniaya
"Maap pa anis banyak2 istigpar, jangan terlalu memperlihatkan emosional",positif,maap pa ani istigpar emosional
Gemoysian kalah debat 👎,negatif,gemoysian kalah debat
Pak prabowo simpel tapi bermakna,positif,prabowo simpel bermakna
semangat pak prabowo pasti menang👍,positif,semangat prabowo menang
Pak prabowo pantas jadi pemimpin sabar ya pak,positif,prabowo pemimpin sabar ya
"Yg dibahas tentang keamanan & pertahanan terus pdhal jelas2 tni & polri dapat kerja layak,tunjangan.pertahun di naikkan gajinya..coba rakyat juga dipikirkan mulai dari kerja dipabrik kontrak dihapus,guru honorer dinaikkan gajinya bila perlu kalo ada pengangkatan gk perlu bayar ini itu,& petani juga disorot biar gk impor terus2an liat aja pupuk mahal susah pula dapatnya yg subsidi giliran panen harga terkadang anjlok..coba sesekali rakyat diperlakukan sama rata jangan yg punya pangkat doang yg dibahas",positif,yg dibahas keamanan pertahanan pdhal tni polri kerja layaktunjanganpertahun naikkan gajinyacoba rakyat dipikirkan kerja dipabrik kontrak dihapusguru honorer dinaikkan gajinya kalo pengangkatan gk bayar petani disorot biar gk impor terusan liat aja pupuk mahal susah dapatnya yg subsidi giliran panen harga terkadang anjlokcoba rakyat diperlakukan yg pangkat doang yg dibahas
"Apaan banget no 01, ga banget malu²in",negatif,banget ga banget maluin
"Mas anis mas anis
Singkong mau lakukan perubahan mau gmn gethukk... Awalnya berjuang jg mkn singkong mas anis",positif,ma ani ma ani singkong lakukan perubahan gmn gethukk berjuang jg mkn singkong ma ani
eneg bgt liat anis,negatif,eneg bgt liat ani
Dari debat 1 sampai 3 saya tetap pilih bpak prabowo dan saya sudah  pilih bapak prabowo.,positif,debat pilih bpak prabowo pilih prabowo
SERIAL NETFLIK PENGEN DIJADIIN TOLOK UKUR UNTUK MEMILIH PEMIMPIN. BADUTBADUT DI NEGARA BARBIE.,negatif,serial netflik pengen dijadiin tolok ukur memilih pemimpin badutbadut negara barbie
Waduuh Anies sudah memasak bahkan sejak pertama dia membuka mulutnya di debat ini bludd 😳👊,negatif,waduuh anies memasak membuka mulutnya debat bludd
"Kok emosional banget sih capres no 2, kelihatan banget ketidak sukaannya sama calon no 1, ini debat apa Perang Urat Saraf ( PUS ).",negatif,emosional banget sih capres banget ketidak sukaannya calon debat perang urat saraf pu
apapun tetap bapak prabowo dn gibran,positif,apapun prabowo dn gibran
"Dukungan untk pak prabowo,❤❤",positif,dukungan untk prabowo
"Padahal dia menhan dan paling banyak nggaran nya untuk alat"" Perang 😂😂",positif,menhan nggaran nya alat perang
"Sdah tau mna bnyak cakap, dan mana yg bnyk khayalan. Dan sok benar. Maju pak Prabowo.",positif,sdah tau mna bnyak cakap yg bnyk khayalan sok maju prabowo
Pintar bicara dan gagasan tapi soal kerja NOL itulah Anis,negatif,pintar bicara gagasan kerja nol ani
"2 capres sibuk mengkritik, padahal belum tentu juga kalo mereka yg diposisinya Pak Prabowo bisa lebh baik, bisa aja lebih buruk ..",positif,capres sibuk mengkritik kalo yg diposisinya prabowo lebh aja buruk
"NKRI HARGA MATI 
KORUPSI HUKUM MATI....",negatif,nkri harga mati korupsi hukum mati
"Pk Anis mem ang jago kl ngomong nm,a mantan mentri pendidikan tp gahal mkn,a dpecat kl jd persiden kenak pecat pa ga kira2",negatif,pk ani mem ang jago kl ngomong nma mantan mentri pendidikan tp gahal mkna dpecat kl jd persiden kenak pecat pa ga
Prabowo aku akan selalu mendukungmu ❤❤❤❤❤❤❤❤,positif,prabowo mendukungmu
"Anis ahli menata kaya , tapi saya ga yakin anis bisa mewujudkan apa yg omongan nya ,,,",negatif,ani ahli menata kaya ga ani mewujudkan yg omongan nya
"Keamanan nasional tiap negara itu tabu dibicarakan lho, pak anies kayaknya kelamaan baca Kho ping ho, coba dong ganti baca Gundala putera petir 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",negatif,keamanan nasional negara tabu dibicarakan lho anies kayaknya baca kho ping ho coba ganti baca gundala putera petir
SEJAK DULU DEBAT DAN DEBAT SETAJAM SILET DAN SEGARANG SINGA....TAPI SETELAH JADI...SELALU LAKUKAN KINERJANYA * BAIK2 SAJA DAN AMAN2 SAJA ****.......,positif,debat debat setajam silet segarang singatapi jadiselalu lakukan kinerjanya aman
"Prbowo memang dia bner tegas jelas secra menjwb dan bertanya  tpi apkh dia tdk berlbihan berbicra kpda anis mslah etika.mnurut saya itu sih secra tdk lgsung mengjri rakyat ny untuk merendah""kan org lain",positif,prbowo bner secra menjwb tpi apkh tdk berlbihan berbicra kpda ani mslah etikamnurut sih secra tdk lgsung mengjri rakyat ny merendahkan org
Yg berambisi untuk negara BPK Prabowo pastinya,positif,yg berambisi negara bpk prabowo pastinya
"Kalau saya amati ,   capres ganjar dan anis :  pun nya sipat serta sikap sebelas dua belas . Omon - omon  an nya  pandai menata kata - kata !",positif,amati capres ganjar ani nya sipat sikap sebelas belas omon omon nya pandai menata
no.2 patut di pilih jd pemimpin negara,positif,patut pilih jd pemimpin negara
"Yg udah terbukti aje...
Klo cuma modal DP 0 + aibon or kelebihan bayar...
Sorry... gk minat. 😂😂😂",negatif,yg udah terbukti aje klo modal dp aibon kelebihan bayar sorry gk minat
Prabowo -Gibran...siap menang pak..❤❤❤,positif,prabowo gibransiap menang
"Kasian bgt liat pk rabowo, d pojokan trus",negatif,kasian bgt liat pk rabowo pojokan trus
